Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,Latitude,Longitude,ABS Remoteness Area,ABS Remoteness Area Name,Meshblock,Statistical Area 1,Statistical Area 2,Statistical Area 2 Name,Statistical Area 3,Statistical Area 3 Name,Statistical Area 4,Statistical Area 4 Name,Local Government Area,Local Government Area Name
2019,49428,7469,Tumby Bay Area School,TUMBY BAY,SA,5605,Government,Combined,School Single Entity,Individual Reporting,-34.37575,136.099182,3,Remote,40194290000,40601113019,406011130,Eyre Peninsula,40601,Eyre Peninsula and South West,406,South Australia - Outback,47910,Tumby Bay (DC)
2019,49429,7226,Willunga Primary School,WILLUNGA,SA,5172,Government,Primary,School Single Entity,Individual Reporting,-35.26919892,138.5528765,0,Major Cities,40111660000,40304108803,403041088,Willunga,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49430,7496,Streaky Bay Area School,STREAKY BAY,SA,5680,Government,Combined,School Single Entity,Individual Reporting,-32.798217,134.201213,3,Remote,40214991100,40601113403,406011134,West Coast (SA),40601,Eyre Peninsula and South West,406,South Australia - Outback,47490,Streaky Bay (DC)
2019,49431,7511,Woomera Area School,WOOMERA,SA,5720,Government,Combined,School Single Entity,Individual Reporting,-31.19727554,136.8255252,4,Very Remote,40243340000,40602114109,406021141,Outback,40602,Outback - North and East,406,South Australia - Outback,49399,Unincorporated SA
2019,49432,7357,Cambrai Primary School,CAMBRAI,SA,5353,Government,Primary,School Single Entity,Individual Reporting,-34.652888,139.280966,1,Inner Regional,40215035000,40703116408,407031164,Mannum,40703,Murray and Mallee,407,South Australia - South East,44210,Mid Murray (DC)
2019,49433,6089,Leigh Creek Area School,LEIGH CREEK,SA,5731,Government,Combined,School Single Entity,Individual Reporting,-30.592851,138.401496,4,Very Remote,40227100000,40602114105,406021141,Outback,40602,Outback - North and East,406,South Australia - Outback,49399,Unincorporated SA
2019,49434,7289,Lucindale Area School,LUCINDALE,SA,5272,Government,Combined,School Single Entity,Individual Reporting,-36.964206,140.370633,2,Outer Regional,40214968100,40702115505,407021155,Naracoorte Region,40702,Limestone Coast,407,South Australia - South East,45090,Naracoorte and Lucindale (DC)
2019,49435,7276,Meningie Area School,MENINGIE,SA,5264,Government,Combined,School Single Entity,Individual Reporting,-35.682635,139.342158,2,Outer Regional,40193060000,40703116914,407031169,The Coorong,40703,Murray and Mallee,407,South Australia - South East,47800,The Coorong (DC)
2019,49436,7315,Allendale East Area School,ALLENDALE EAST,SA,5291,Government,Combined,School Single Entity,Individual Reporting,-38.00299273,140.7102306,2,Outer Regional,40054300000,40702115003,407021150,Grant,40702,Limestone Coast,407,South Australia - South East,42250,Grant (DC)
2019,49437,7406,Brinkworth Primary School,BRINKWORTH,SA,5464,Government,Primary,School Single Entity,Individual Reporting,-33.68829943,138.4042136,2,Outer Regional,40203250000,40502111902,405021119,Wakefield - Barunga West,40502,Lower North,405,Barossa - Yorke - Mid North,48130,Wakefield (DC)
2019,49438,7401,Cleve Area School,CLEVE,SA,5640,Government,Combined,School Single Entity,Individual Reporting,-33.699647,136.497429,3,Remote,40045670000,40601113108,406011131,Kimba - Cleve - Franklin Harbour,40601,Eyre Peninsula and South West,406,South Australia - Outback,41190,Cleve (DC)
2019,49439,7489,Cummins Area School,CUMMINS,SA,5631,Government,Combined,School Single Entity,Individual Reporting,-34.263356,135.72233,3,Remote,40215065700,40601113003,406011130,Eyre Peninsula,40601,Eyre Peninsula and South West,406,South Australia - Outback,43710,Lower Eyre Peninsula (DC)
2019,49440,7373,Eudunda Area School,EUDUNDA,SA,5374,Government,Combined,School Single Entity,Individual Reporting,-34.183042,139.091288,1,Inner Regional,40215181700,40502111811,405021118,Goyder,40502,Lower North,405,Barossa - Yorke - Mid North,42110,Goyder (DC)
2019,49441,7326,Karoonda Area School,KAROONDA,SA,5307,Government,Combined,School Single Entity,Individual Reporting,-35.092167,139.89422,2,Outer Regional,40215110900,40703116106,407031161,Karoonda - Lameroo,40703,Murray and Mallee,407,South Australia - South East,43080,Karoonda East Murray (DC)
2019,49442,7280,Keith Area School,KEITH,SA,5267,Government,Combined,School Single Entity,Individual Reporting,-36.099603,140.351249,2,Outer Regional,40180610000,40702115719,407021157,Tatiara,40702,Limestone Coast,407,South Australia - South East,47630,Tatiara (DC)
2019,49443,7239,Kangaroo Island Community Education,KINGSCOTE,SA,5223,Government,Combined,School Head Campus,Rolled Reporting,-35.650387,137.633343,3,Remote,40061790000,40701114508,407011145,Kangaroo Island,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,42750,Kangaroo Island (DC)
2019,49444,7324,Lameroo Regional Community School,LAMEROO,SA,5302,Government,Combined,School Single Entity,Individual Reporting,-35.331434,140.522579,3,Remote,40178960000,40703116102,407031161,Karoonda - Lameroo,40703,Murray and Mallee,407,South Australia - South East,47290,Southern Mallee (DC)
2019,49445,7337,Loxton Primary School,LOXTON,SA,5333,Government,Primary,School Single Entity,Individual Reporting,-34.451324,140.567155,2,Outer Regional,40068380000,40703116213,407031162,Loxton,40703,Murray and Mallee,407,South Australia - South East,43790,Loxton Waikerie (DC)
2019,49446,7449,Central Yorke School,MAITLAND,SA,5573,Government,Combined,School Head Campus,Rolled Reporting,-34.368261,137.673481,2,Outer Regional,40219280000,40504112706,405041127,Yorke Peninsula - North,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,48830,Yorke Peninsula (DC)
2019,49447,7251,Oakbank Area School,OAKBANK,SA,5243,Government,Combined,School Single Entity,Individual Reporting,-34.988726,138.837232,1,Inner Regional,40007471000,40102100617,401021006,Lobethal - Woodside,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49448,7295,Penola Primary School,PENOLA,SA,5277,Government,Primary,School Single Entity,Individual Reporting,-37.379147,140.833229,2,Outer Regional,40215210700,40702115605,407021156,Penola,40702,Limestone Coast,407,South Australia - South East,48340,Wattle Range (DC)
2019,49449,7139,Pinnaroo Primary School,PINNAROO,SA,5304,Government,Primary,School Single Entity,Individual Reporting,-35.255862,140.907922,3,Remote,40426960000,40703116105,407031161,Karoonda - Lameroo,40703,Murray and Mallee,407,South Australia - South East,47290,Southern Mallee (DC)
2019,49450,7494,Wudinna Area School,WUDINNA,SA,5652,Government,Combined,School Single Entity,Individual Reporting,-33.044622,135.462876,4,Very Remote,40063960000,40601113201,406011132,Le Hunte - Elliston,40601,Eyre Peninsula and South West,406,South Australia - Outback,48640,Wudinna (DC)
2019,49451,7230,Yankalilla Area School,YANKALILLA,SA,5203,Government,Combined,School Single Entity,Individual Reporting,-35.4533,138.333092,1,Inner Regional,40218450000,40701114909,407011149,Yankalilla,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,48750,Yankalilla (DC)
2019,49452,7454,Yorketown Area School,YORKETOWN,SA,5576,Government,Combined,School Single Entity,Individual Reporting,-35.015376,137.615442,3,Remote,40223520000,40504112807,405041128,Yorke Peninsula - South,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,48830,Yorke Peninsula (DC)
2019,49453,6053,Adelaide High School,ADELAIDE,SA,5000,Government,Secondary,School Single Entity,Individual Reporting,-34.925733,138.586678,0,Major Cities,40003780000,40101100128,401011001,Adelaide,40101,Adelaide City,401,Adelaide - Central and Hills,40070,Adelaide (C)
2019,49454,7403,Balaklava High School,BALAKLAVA,SA,5461,Government,Secondary,School Single Entity,Individual Reporting,-34.1503,138.41511,1,Inner Regional,40202853000,40502111907,405021119,Wakefield - Barunga West,40502,Lower North,405,Barossa - Yorke - Mid North,48130,Wakefield (DC)
2019,49455,7243,Birdwood High School,BIRDWOOD,SA,5234,Government,Secondary,School Single Entity,Individual Reporting,-34.821593,138.959001,1,Inner Regional,40215294100,40102100319,401021003,Adelaide Hills,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49456,17440,Booleroo Centre District School,BOOLEROO CENTRE,SA,5482,Government,Combined,School Single Entity,Individual Reporting,-32.8776,138.35,2,Outer Regional,40215003700,40503112114,405031121,Peterborough - Mount Remarkable,40503,Mid North,405,Barossa - Yorke - Mid North,44830,Mount Remarkable (DC)
2019,49457,7398,Clare High School,CLARE,SA,5453,Government,Secondary,School Single Entity,Individual Reporting,-33.822384,138.596522,1,Inner Regional,40044520000,40502111610,405021116,Clare,40502,Lower North,405,Barossa - Yorke - Mid North,41140,Clare and Gilbert Valleys (DC)
2019,49458,7157,Gawler and District College B-12,EVANSTON,SA,5116,Government,Combined,School Single Entity,Individual Reporting,-34.619476,138.736184,0,Major Cities,40214984500,40201102624,402011026,Gawler - South,40201,Gawler - Two Wells,402,Adelaide - North,42030,Gawler (T)
2019,49459,7411,Gladstone High School,GLADSTONE,SA,5473,Government,Secondary,School Single Entity,Individual Reporting,-33.27380028,138.3523416,2,Outer Regional,40103740000,40503112012,405031120,Jamestown,40503,Mid North,405,Barossa - Yorke - Mid North,45120,Northern Areas (DC)
2019,49460,16015,Glossop High School,GLOSSOP,SA,5344,Government,Secondary,School Head Campus,Rolled Reporting,-34.2748,140.535148,2,Outer Regional,40017360000,40703115904,407031159,Barmera,40703,Murray and Mallee,407,South Australia - South East,40520,Berri and Barmera (DC)
2019,49461,7422,Jamestown Community School,JAMESTOWN,SA,5491,Government,Combined,School Single Entity,Individual Reporting,-33.204904,138.609566,2,Outer Regional,40103710000,40503112010,405031120,Jamestown,40503,Mid North,405,Barossa - Yorke - Mid North,45120,Northern Areas (DC)
2019,49462,7439,Kadina Memorial School,KADINA,SA,5554,Government,Combined,School Single Entity,Individual Reporting,-33.9627,137.708,2,Outer Regional,40048561000,40504112409,405041124,Kadina,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,41560,Copper Coast (DC)
2019,49463,7371,Kapunda High School,KAPUNDA,SA,5373,Government,Secondary,School Single Entity,Individual Reporting,-34.332945,138.910495,1,Inner Regional,40215227300,40501111102,405011111,Light,40501,Barossa,405,Barossa - Yorke - Mid North,43650,Light (RegC)
2019,49464,7301,Millicent High School,MILLICENT,SA,5280,Government,Secondary,School Single Entity,Individual Reporting,-37.590971,140.358711,2,Outer Regional,40206840000,40702115207,407021152,Millicent,40702,Limestone Coast,407,South Australia - South East,48340,Wattle Range (DC)
2019,49465,7452,Minlaton District School,MINLATON,SA,5575,Government,Combined,School Single Entity,Individual Reporting,-34.765873,137.593581,2,Outer Regional,40222280000,40504112704,405041127,Yorke Peninsula - North,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,48830,Yorke Peninsula (DC)
2019,49466,7257,Mount Barker High School,MOUNT BARKER,SA,5251,Government,Secondary,School Single Entity,Individual Reporting,-35.074991,138.85705,1,Inner Regional,40215040300,40102100720,401021007,Mount Barker,40102,Adelaide Hills,401,Adelaide - Central and Hills,44550,Mount Barker (DC)
2019,49467,7310,Mount Gambier High School,MOUNT GAMBIER,SA,5290,Government,Secondary,School Single Entity,Individual Reporting,-37.826147,140.765689,1,Inner Regional,40098340000,40702117413,407021174,Mount Gambier - West,40702,Limestone Coast,407,South Australia - South East,44620,Mount Gambier (C)
2019,49468,7261,Murray Bridge High School,MURRAY BRIDGE,SA,5253,Government,Secondary,School Single Entity,Individual Reporting,-35.135051,139.285294,1,Inner Regional,40099620000,40703116514,407031165,Murray Bridge,40703,Murray and Mallee,407,South Australia - South East,45040,Murray Bridge (RC)
2019,49469,7285,Naracoorte High School,NARACOORTE,SA,5271,Government,Secondary,School Single Entity,Individual Reporting,-36.948548,140.726873,2,Outer Regional,40102560000,40702115413,407021154,Naracoorte,40702,Limestone Coast,407,South Australia - South East,45090,Naracoorte and Lucindale (DC)
2019,49470,6082,Norwood Morialta High School,MAGILL,SA,5072,Government,Secondary,School Head Campus,Rolled Reporting,-34.918101,138.672233,0,Major Cities,40018440000,40103101140,401031011,Burnside - Wattle Park,40103,Burnside,401,Adelaide - Central and Hills,40700,Burnside (C)
2019,49471,7363,Nuriootpa High School,NURIOOTPA,SA,5355,Government,Secondary,School Single Entity,Individual Reporting,-34.470127,139.003304,1,Inner Regional,40013660000,40501111414,405011114,Nuriootpa,40501,Barossa,405,Barossa - Yorke - Mid North,40310,Barossa (DC)
2019,49472,7390,Peterborough High School,PETERBOROUGH,SA,5422,Government,Secondary,School Single Entity,Individual Reporting,-32.9787,138.836212,2,Outer Regional,40129350000,40503112118,405031121,Peterborough - Mount Remarkable,40503,Mid North,405,Barossa - Yorke - Mid North,45540,Peterborough (DC)
2019,49473,6090,Port Augusta Secondary School,PORT AUGUSTA,SA,5700,Government,Secondary,School Single Entity,Individual Reporting,-32.493756,137.768758,2,Outer Regional,40153560000,40602114232,406021142,Port Augusta,40602,Outback - North and East,406,South Australia - Outback,46090,Port Augusta (C)
2019,49474,7472,Port Lincoln High School,PORT LINCOLN,SA,5606,Government,Secondary,School Single Entity,Individual Reporting,-34.723847,135.853942,3,Remote,40215045800,40601113326,406011133,Port Lincoln,40601,Eyre Peninsula and South West,406,South Australia - Outback,46300,Port Lincoln (C)
2019,49475,6091,John Pirie Secondary School,PORT PIRIE,SA,5540,Government,Secondary,School Single Entity,Individual Reporting,-33.183024,138.010153,2,Outer Regional,40215289300,40503112203,405031122,Port Pirie,40503,Mid North,405,Barossa - Yorke - Mid North,46450,Port Pirie City and Dists (M)
2019,49476,6092,Quorn Area School,QUORN,SA,5433,Government,Combined,School Single Entity,Individual Reporting,-32.348904,138.036572,2,Outer Regional,40049850000,40602114003,406021140,Quorn - Lake Gilles,40602,Outback - North and East,406,South Australia - Outback,41830,Flinders Ranges (DC)
2019,49477,6100,Renmark High School,RENMARK,SA,5341,Government,Secondary,School Single Entity,Individual Reporting,-34.172088,140.741263,2,Outer Regional,40163350000,40703116704,407031167,Renmark,40703,Murray and Mallee,407,South Australia - South East,46670,Renmark Paringa (DC)
2019,49478,7378,Riverton and District High School,RIVERTON,SA,5412,Government,Secondary,School Single Entity,Individual Reporting,-34.156173,138.749643,1,Inner Regional,40045350000,40502111710,405021117,Gilbert Valley,40502,Lower North,405,Barossa - Yorke - Mid North,41140,Clare and Gilbert Valleys (DC)
2019,49479,6997,Unley High School,NETHERBY,SA,5062,Government,Secondary,School Single Entity,Individual Reporting,-34.970162,138.620336,0,Major Cities,40087840000,40303106939,403031069,Mitcham (SA),40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49480,6998,Urrbrae Agricultural High School,NETHERBY,SA,5062,Government,Secondary,School Single Entity,Individual Reporting,-34.966958,138.625341,0,Major Cities,40087840000,40303106939,403031069,Mitcham (SA),40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49481,7234,Victor Harbor High School,VICTOR HARBOR,SA,5211,Government,Secondary,School Single Entity,Individual Reporting,-35.556148,138.611226,1,Inner Regional,40215103500,40701114830,407011148,Victor Harbor,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,48050,Victor Harbor (C)
2019,49482,7331,Waikerie High School,WAIKERIE,SA,5330,Government,Secondary,School Single Entity,Individual Reporting,-34.184584,139.973102,2,Outer Regional,40215115100,40703117015,407031170,Waikerie,40703,Murray and Mallee,407,South Australia - South East,43790,Loxton Waikerie (DC)
2019,49483,6057,Woodville High School,WOODVILLE,SA,5011,Government,Secondary,School Single Entity,Individual Reporting,-34.872943,138.540808,0,Major Cities,40042100000,40401109739,404011097,Woodville - Cheltenham,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49484,6974,Brighton Secondary School,NORTH BRIGHTON,SA,5048,Government,Secondary,School Single Entity,Individual Reporting,-35.003619,138.519676,0,Major Cities,40059000000,40301105606,403011056,Brighton (SA),40301,Holdfast Bay,403,Adelaide - South,42600,Holdfast Bay (C)
2019,49486,6074,Findon High School,FINDON,SA,5023,Government,Secondary,School Single Entity,Individual Reporting,-34.898332,138.526613,0,Major Cities,40036430000,40401109129,404011091,Flinders Park,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49487,6921,Henley High School,HENLEY BEACH,SA,5022,Government,Secondary,School Single Entity,Individual Reporting,-34.92287645,138.5012686,0,Major Cities,40030920000,40401109205,404011092,Henley Beach,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
